"activity","time","p","p_peak","p_smooth"
"Playing baseball",545,9.28728548443056e-05,0.198934946621583,0.174382981188314
"Playing baseball",550,9.28728548443056e-05,0.198934946621583,0.198934946621583
"Playing baseball",555,9.28728548443056e-05,0.198934946621583,0.200612735590673
"Playing baseball",560,9.52226840829372e-05,0.203968313528853,0.202290524559763
"Playing baseball",565,9.52226840829372e-05,0.203968313528853,0.203968313528853
"Playing baseball",570,9.52226840829372e-05,0.203968313528853,0.203968313528853
"Playing baseball",575,9.52226840829372e-05,0.203968313528853,0.204928643477086
"Playing baseball",580,9.65676752782926e-05,0.206849303373551,0.210546884879348
"Playing baseball",585,0.000103091318434424,0.22082303773564,0.216165126281611
"Playing baseball",590,0.000103091318434424,0.22082303773564,0.22082303773564
"Playing baseball",595,0.000103091318434424,0.22082303773564,0.223194799357876
"Playing baseball",600,0.000106413091857464,0.227938322602346,0.225566560980111
"Playing baseball",605,0.000106413091857464,0.227938322602346,0.227938322602346
"Playing baseball",610,0.000106413091857464,0.227938322602346,0.227938322602346
"Playing baseball",615,0.000106413091857464,0.227938322602346,0.227938322602346
"Playing baseball",620,0.000106413091857464,0.227938322602346,0.231121639400457
"Playing baseball",625,0.000110871489800135,0.237488272996679,0.243953755408075
"Playing baseball",630,0.000124385126448065,0.266434670625201,0.256785871415693
"Playing baseball",635,0.000124385126448065,0.266434670625201,0.277336560641137
"Playing baseball",640,0.000139653780842478,0.299140340673011,0.285561206485502
"Playing baseball",645,0.000135904163489392,0.291108608158296,0.292620226008636
"Playing baseball",650,0.000134271644226595,0.287611729194601,0.288777355515833
"Playing baseball",655,0.000134271644226595,0.287611729194601,0.289598592384551
"Playing baseball",660,0.000137054347714888,0.293572318764452,0.282616220040229
"Playing baseball",665,0.000124492474741055,0.266664612161635,0.27566109928822
"Playing baseball",670,0.000124530641989497,0.266746366938573,0.265041326377171
"Playing baseball",675,0.000122180812750865,0.261713000031303,0.257420975429116
"Playing baseball",680,0.000113819783600354,0.243803559317471,0.24832413013948
"Playing baseball",685,0.000111790045028432,0.239455831069666,0.239618371984349
"Playing baseball",690,0.000109987953318443,0.235595725565911,0.234830927907113
"Playing baseball",695,0.00010711472338226,0.229441227085764,0.236131475142018
"Playing baseball",700,0.000113611527929503,0.243357472774381,0.252036166674275
"Playing baseball",705,0.000132263287035879,0.283309800162679,0.274563195006531
"Playing baseball",710,0.000138664978396351,0.297022312082533,0.293275434610957
"Playing baseball",715,0.00013981897627541,0.299494191587657,0.301037348480505
"Playing baseball",720,0.000143134244286418,0.306595541771323,0.305802030163242
"Playing baseball",725,0.000145338158717081,0.311316357130745,0.312166700792715
"Playing baseball",730,0.000148733022925454,0.318588203476078,0.310749730770621
"Playing baseball",735,0.000141149705319049,0.30234463170504,0.324295408060143
"Playing baseball",740,0.000164309572368257,0.351953388999311,0.340503747303522
"Playing baseball",745,0.0001714336307882,0.367213221206217,0.351050778919804
"Playing baseball",750,0.000155921362380397,0.333985726553885,0.337779002532024
"Playing baseball",755,0.000145721770934862,0.312138059835971,0.319181830810353
"Playing baseball",760,0.000145387340895654,0.311421706041205,0.330206234574617
"Playing baseball",765,0.000171361603543621,0.367058937846675,0.343855282457488
